DateRep,date,scenario,variable,mean_daily_value,zeile,type,Altersgruppe,mean_daily_value7
2022-03-21,2022-03-21,B,mean/daily_detections_0-2,448.7,21858,Testpositiv,0-14,596.457142857143
2022-03-22,2022-03-22,B,mean/daily_detections_0-2,814.3,21859,Testpositiv,0-14,560
2022-03-23,2022-03-23,B,mean/daily_detections_0-2,369.3,21860,Testpositiv,0-14,475
2022-03-24,2022-03-24,B,mean/daily_detections_0-2,343.4,21861,Testpositiv,0-14,443.128571428571
2022-03-25,2022-03-25,B,mean/daily_detections_0-2,306.1,21862,Testpositiv,0-14,413.028571428571
2022-03-26,2022-03-26,B,mean/daily_detections_0-2,552.3,21863,Testpositiv,0-14,351.528571428571
2022-03-27,2022-03-27,B,mean/daily_detections_0-2,267.8,21864,Testpositiv,0-14,326.9
2022-03-28,2022-03-28,B,mean/daily_detections_0-2,238,21865,Testpositiv,0-14,302.842857142857
2022-03-29,2022-03-29,B,mean/daily_detections_0-2,383.8,21866,Testpositiv,0-14,282.642857142857
2022-03-30,2022-03-30,B,mean/daily_detections_0-2,196.9,21867,Testpositiv,0-14,241.457142857143
2022-03-31,2022-03-31,B,mean/daily_detections_0-2,175,21868,Testpositiv,0-14,222.985714285714
2022-04-01,2022-04-01,B,mean/daily_detections_0-2,164.7,21869,Testpositiv,0-14,205.6
2022-04-02,2022-04-02,B,mean/daily_detections_0-2,264,21870,Testpositiv,0-14,177.357142857143
2022-04-03,2022-04-03,B,mean/daily_detections_0-2,138.5,21871,Testpositiv,0-14,164.114285714286
2022-04-04,2022-04-04,B,mean/daily_detections_0-2,116.3,21872,Testpositiv,0-14,152.128571428571
2022-04-05,2022-04-05,B,mean/daily_detections_0-2,186.1,21873,Testpositiv,0-14,140.014285714286
2022-04-06,2022-04-06,B,mean/daily_detections_0-2,104.2,21874,Testpositiv,0-14,119.1
2022-04-07,2022-04-07,B,mean/daily_detections_0-2,91.1,21875,Testpositiv,0-14,108.671428571429
2022-04-08,2022-04-08,B,mean/daily_detections_0-2,79.9,21876,Testpositiv,0-14,100.228571428571
2022-04-09,2022-04-09,B,mean/daily_detections_0-2,117.6,21877,Testpositiv,0-14,86.5428571428572
2022-04-10,2022-04-10,B,mean/daily_detections_0-2,65.5,21878,Testpositiv,0-14,78.0571428571429
2022-04-11,2022-04-11,B,mean/daily_detections_0-2,57.2,21879,Testpositiv,0-14,71.1571428571429
2022-04-12,2022-04-12,B,mean/daily_detections_0-2,90.3,21880,Testpositiv,0-14,64.8857142857143
2022-04-13,2022-04-13,B,mean/daily_detections_0-2,44.8,21881,Testpositiv,0-14,56.9571428571429
2022-04-14,2022-04-14,B,mean/daily_detections_0-2,42.8,21882,Testpositiv,0-14,52.0714285714286
2022-04-15,2022-04-15,B,mean/daily_detections_0-2,36,21883,Testpositiv,0-14,47.9714285714286
2022-04-16,2022-04-16,B,mean/daily_detections_0-2,62.1,21884,Testpositiv,0-14,40.9285714285714
2022-04-17,2022-04-17,B,mean/daily_detections_0-2,31.3,21885,Testpositiv,0-14,38.1285714285714
2022-04-18,2022-04-18,B,mean/daily_detections_0-2,28.5,21886,Testpositiv,0-14,35.1142857142857
2022-04-19,2022-04-19,B,mean/daily_detections_0-2,41,21887,Testpositiv,0-14,32.5571428571429
2022-04-20,2022-04-20,B,mean/daily_detections_0-2,25.2,21888,Testpositiv,0-14,27.6571428571429
2022-04-21,2022-04-21,B,mean/daily_detections_0-2,21.7,21889,Testpositiv,0-14,25.5428571428571
2022-04-22,2022-04-22,B,mean/daily_detections_0-2,18.1,21890,Testpositiv,0-14,23.2714285714286
2022-04-23,2022-04-23,B,mean/daily_detections_0-2,27.8,21891,Testpositiv,0-14,20.4428571428571
2022-04-24,2022-04-24,B,mean/daily_detections_0-2,16.5,21892,Testpositiv,0-14,18.5142857142857
2022-04-25,2022-04-25,B,mean/daily_detections_0-2,12.6,21893,Testpositiv,0-14,16.6714285714286
2022-04-26,2022-04-26,B,mean/daily_detections_0-2,21.2,21894,Testpositiv,0-14,15.3285714285714
2022-04-27,2022-04-27,B,mean/daily_detections_0-2,11.7,21895,Testpositiv,0-14,13.0857142857143
2022-04-28,2022-04-28,B,mean/daily_detections_0-2,8.8,21896,Testpositiv,0-14,11.6571428571429
2022-04-29,2022-04-29,B,mean/daily_detections_0-2,8.7,21897,Testpositiv,0-14,10.7571428571429
2022-04-30,2022-04-30,B,mean/daily_detections_0-2,12.1,21898,Testpositiv,0-14,
2022-05-01,2022-05-01,B,mean/daily_detections_0-2,6.5,21899,Testpositiv,0-14,
2022-05-02,2022-05-02,B,mean/daily_detections_0-2,6.3,21900,Testpositiv,0-14,
2021-12-08,2021-12-08,C,mean/daily_detections_0-2,0,21901,Testpositiv,0-14,
2021-12-09,2021-12-09,C,mean/daily_detections_0-2,0,21902,Testpositiv,0-14,
2021-12-10,2021-12-10,C,mean/daily_detections_0-2,0.1,21903,Testpositiv,0-14,
2021-12-11,2021-12-11,C,mean/daily_detections_0-2,1,21904,Testpositiv,0-14,0.314285714285714
2021-12-12,2021-12-12,C,mean/daily_detections_0-2,0.2,21905,Testpositiv,0-14,0.985714285714286
2021-12-13,2021-12-13,C,mean/daily_detections_0-2,0.2,21906,Testpositiv,0-14,1.11428571428571
2021-12-14,2021-12-14,C,mean/daily_detections_0-2,0.7,21907,Testpositiv,0-14,1.25714285714286
2021-12-15,2021-12-15,C,mean/daily_detections_0-2,4.7,21908,Testpositiv,0-14,2.45714285714286
2021-12-16,2021-12-16,C,mean/daily_detections_0-2,0.9,21909,Testpositiv,0-14,2.74285714285714
2021-12-17,2021-12-17,C,mean/daily_detections_0-2,1.1,21910,Testpositiv,0-14,3.02857142857143
2021-12-18,2021-12-18,C,mean/daily_detections_0-2,9.4,21911,Testpositiv,0-14,3.38571428571429
2021-12-19,2021-12-19,C,mean/daily_detections_0-2,2.2,21912,Testpositiv,0-14,4.7
2021-12-20,2021-12-20,C,mean/daily_detections_0-2,2.2,21913,Testpositiv,0-14,5.07142857142857
2021-12-21,2021-12-21,C,mean/daily_detections_0-2,3.2,21914,Testpositiv,0-14,5.4
2021-12-22,2021-12-22,C,mean/daily_detections_0-2,13.9,21915,Testpositiv,0-14,7.82857142857143
2021-12-23,2021-12-23,C,mean/daily_detections_0-2,3.5,21916,Testpositiv,0-14,8.34285714285714
2021-12-24,2021-12-24,C,mean/daily_detections_0-2,3.4,21917,Testpositiv,0-14,8.77142857142857
2021-12-25,2021-12-25,C,mean/daily_detections_0-2,26.4,21918,Testpositiv,0-14,9.4
2021-12-26,2021-12-26,C,mean/daily_detections_0-2,5.8,21919,Testpositiv,0-14,14.1571428571429
2021-12-27,2021-12-27,C,mean/daily_detections_0-2,5.2,21920,Testpositiv,0-14,15.0571428571429
2021-12-28,2021-12-28,C,mean/daily_detections_0-2,7.6,21921,Testpositiv,0-14,16.1571428571429
2021-12-29,2021-12-29,C,mean/daily_detections_0-2,47.2,21922,Testpositiv,0-14,23.6857142857143
2021-12-30,2021-12-30,C,mean/daily_detections_0-2,9.8,21923,Testpositiv,0-14,25.0571428571429
2021-12-31,2021-12-31,C,mean/daily_detections_0-2,11.1,21924,Testpositiv,0-14,26.8857142857143
2022-01-01,2022-01-01,C,mean/daily_detections_0-2,79.1,21925,Testpositiv,0-14,28.4428571428571
2022-01-02,2022-01-02,C,mean/daily_detections_0-2,15.4,21926,Testpositiv,0-14,41.1714285714286
2022-01-03,2022-01-03,C,mean/daily_detections_0-2,18,21927,Testpositiv,0-14,43.9714285714286
2022-01-04,2022-01-04,C,mean/daily_detections_0-2,18.5,21928,Testpositiv,0-14,46.7142857142857
2022-01-05,2022-01-05,C,mean/daily_detections_0-2,136.3,21929,Testpositiv,0-14,67.6
2022-01-06,2022-01-06,C,mean/daily_detections_0-2,29.4,21930,Testpositiv,0-14,71.2857142857143
2022-01-07,2022-01-07,C,mean/daily_detections_0-2,30.3,21931,Testpositiv,0-14,75.6857142857143
2022-01-08,2022-01-08,C,mean/daily_detections_0-2,225.3,21932,Testpositiv,0-14,81.7428571428571
2022-01-09,2022-01-09,C,mean/daily_detections_0-2,41.2,21933,Testpositiv,0-14,116.428571428571
2022-01-10,2022-01-10,C,mean/daily_detections_0-2,48.8,21934,Testpositiv,0-14,123.314285714286
2022-01-11,2022-01-11,C,mean/daily_detections_0-2,60.9,21935,Testpositiv,0-14,131.3
2022-01-12,2022-01-12,C,mean/daily_detections_0-2,379.1,21936,Testpositiv,0-14,188.642857142857
2022-01-13,2022-01-13,C,mean/daily_detections_0-2,77.6,21937,Testpositiv,0-14,200.228571428571
2022-01-14,2022-01-14,C,mean/daily_detections_0-2,86.2,21938,Testpositiv,0-14,213.642857142857
2022-01-15,2022-01-15,C,mean/daily_detections_0-2,626.7,21939,Testpositiv,0-14,229
2022-01-16,2022-01-16,C,mean/daily_detections_0-2,122.3,21940,Testpositiv,0-14,324.285714285714
2022-01-17,2022-01-17,C,mean/daily_detections_0-2,142.7,21941,Testpositiv,0-14,345.042857142857
2022-01-18,2022-01-18,C,mean/daily_detections_0-2,168.4,21942,Testpositiv,0-14,370.471428571429
2022-01-19,2022-01-19,C,mean/daily_detections_0-2,1046.1,21943,Testpositiv,0-14,522.171428571429
2022-01-20,2022-01-20,C,mean/daily_detections_0-2,222.9,21944,Testpositiv,0-14,554.557142857143
2022-01-21,2022-01-21,C,mean/daily_detections_0-2,264.2,21945,Testpositiv,0-14,591.257142857143
2022-01-22,2022-01-22,C,mean/daily_detections_0-2,1688.6,21946,Testpositiv,0-14,632.942857142857
2022-01-23,2022-01-23,C,mean/daily_detections_0-2,349,21947,Testpositiv,0-14,885.557142857143
2022-01-24,2022-01-24,C,mean/daily_detections_0-2,399.6,21948,Testpositiv,0-14,942.6
2022-01-25,2022-01-25,C,mean/daily_detections_0-2,460.2,21949,Testpositiv,0-14,1006.91428571429
2022-01-26,2022-01-26,C,mean/daily_detections_0-2,2814.4,21950,Testpositiv,0-14,1406.95714285714
2022-01-27,2022-01-27,C,mean/daily_detections_0-2,622.2,21951,Testpositiv,0-14,1494.22857142857
2022-01-28,2022-01-28,C,mean/daily_detections_0-2,714.4,21952,Testpositiv,0-14,1592.98571428571
2022-01-29,2022-01-29,C,mean/daily_detections_0-2,4488.9,21953,Testpositiv,0-14,1701.42857142857
2022-01-30,2022-01-30,C,mean/daily_detections_0-2,959.9,21954,Testpositiv,0-14,2306.04285714286
2022-01-31,2022-01-31,C,mean/daily_detections_0-2,1090.9,21955,Testpositiv,0-14,2449.97142857143
2022-02-01,2022-02-01,C,mean/daily_detections_0-2,1219.3,21956,Testpositiv,0-14,2608.4
2022-02-02,2022-02-02,C,mean/daily_detections_0-2,7046.7,21957,Testpositiv,0-14,3423.68571428571
2022-02-03,2022-02-03,C,mean/daily_detections_0-2,1629.7,21958,Testpositiv,0-14,3643.27142857143
2022-02-04,2022-02-04,C,mean/daily_detections_0-2,1823.4,21959,Testpositiv,0-14,3871.77142857143
2022-02-05,2022-02-05,C,mean/daily_detections_0-2,10195.9,21960,Testpositiv,0-14,4108.18571428572
2022-02-06,2022-02-06,C,mean/daily_detections_0-2,2497,21961,Testpositiv,0-14,5180.91428571429
2022-02-07,2022-02-07,C,mean/daily_detections_0-2,2690.4,21962,Testpositiv,0-14,5477.18571428572
2022-02-08,2022-02-08,C,mean/daily_detections_0-2,2874.2,21963,Testpositiv,0-14,5760.14285714286
2022-02-09,2022-02-09,C,mean/daily_detections_0-2,14555.8,21964,Testpositiv,0-14,6849.14285714286
2022-02-10,2022-02-10,C,mean/daily_detections_0-2,3703.6,21965,Testpositiv,0-14,7175.44285714286
2022-02-11,2022-02-11,C,mean/daily_detections_0-2,3804.1,21966,Testpositiv,0-14,7459.3
2022-02-12,2022-02-12,C,mean/daily_detections_0-2,17818.9,21967,Testpositiv,0-14,7717.41428571429
2022-02-13,2022-02-13,C,mean/daily_detections_0-2,4781.1,21968,Testpositiv,0-14,8532.81428571428
2022-02-14,2022-02-14,C,mean/daily_detections_0-2,4677.4,21969,Testpositiv,0-14,8755.57142857143
2022-02-15,2022-02-15,C,mean/daily_detections_0-2,4681,21970,Testpositiv,0-14,8927.95714285714
2022-02-16,2022-02-16,C,mean/daily_detections_0-2,20263.6,21971,Testpositiv,0-14,9179
2022-02-17,2022-02-17,C,mean/daily_detections_0-2,5262.9,21972,Testpositiv,0-14,9258.08571428571
2022-02-18,2022-02-18,C,mean/daily_detections_0-2,5010.8,21973,Testpositiv,0-14,9283.14285714286
2022-02-19,2022-02-19,C,mean/daily_detections_0-2,19576.2,21974,Testpositiv,0-14,9256.27142857143
2022-02-20,2022-02-20,C,mean/daily_detections_0-2,5334.7,21975,Testpositiv,0-14,8808.61428571429
2022-02-21,2022-02-21,C,mean/daily_detections_0-2,4852.8,21976,Testpositiv,0-14,8668.82857142857
2022-02-22,2022-02-22,C,mean/daily_detections_0-2,4492.9,21977,Testpositiv,0-14,8509.62857142857
2022-02-23,2022-02-23,C,mean/daily_detections_0-2,17130,21978,Testpositiv,0-14,7620.52857142857
2022-02-24,2022-02-24,C,mean/daily_detections_0-2,4284.4,21979,Testpositiv,0-14,7370.24285714286
2022-02-25,2022-02-25,C,mean/daily_detections_0-2,3896.4,21980,Testpositiv,0-14,7135.38571428571
2022-02-26,2022-02-26,C,mean/daily_detections_0-2,13352.5,21981,Testpositiv,0-14,6905.7
2022-02-27,2022-02-27,C,mean/daily_detections_0-2,3582.7,21982,Testpositiv,0-14,5843.9
2022-02-28,2022-02-28,C,mean/daily_detections_0-2,3208.8,21983,Testpositiv,0-14,5593.67142857143
2022-03-01,2022-03-01,C,mean/daily_detections_0-2,2885.1,21984,Testpositiv,0-14,5369.11428571429
2022-03-02,2022-03-02,C,mean/daily_detections_0-2,9697.4,21985,Testpositiv,0-14,4427.61428571429
2022-03-03,2022-03-03,C,mean/daily_detections_0-2,2532.8,21986,Testpositiv,0-14,4206.05714285714
2022-03-04,2022-03-04,C,mean/daily_detections_0-2,2324.5,21987,Testpositiv,0-14,4003.24285714286
2022-03-05,2022-03-05,C,mean/daily_detections_0-2,6762,21988,Testpositiv,0-14,3826.72857142857
2022-03-06,2022-03-06,C,mean/daily_detections_0-2,2031.8,21989,Testpositiv,0-14,3093.9
2022-03-07,2022-03-07,C,mean/daily_detections_0-2,1789.1,21990,Testpositiv,0-14,2932.05714285714
2022-03-08,2022-03-08,C,mean/daily_detections_0-2,1649.5,21991,Testpositiv,0-14,2784.44285714286
2022-03-09,2022-03-09,C,mean/daily_detections_0-2,4567.6,21992,Testpositiv,0-14,2264.75714285714
2022-03-10,2022-03-10,C,mean/daily_detections_0-2,1399.9,21993,Testpositiv,0-14,2134.55714285714
2022-03-11,2022-03-11,C,mean/daily_detections_0-2,1291.2,21994,Testpositiv,0-14,2022.25714285714
2022-03-12,2022-03-12,C,mean/daily_detections_0-2,3124.2,21995,Testpositiv,0-14,1919.85714285714
2022-03-13,2022-03-13,C,mean/daily_detections_0-2,1120.4,21996,Testpositiv,0-14,1562.87142857143
2022-03-14,2022-03-14,C,mean/daily_detections_0-2,1003,21997,Testpositiv,0-14,1478.37142857143
2022-03-15,2022-03-15,C,mean/daily_detections_0-2,932.7,21998,Testpositiv,0-14,1401.58571428571
2022-03-16,2022-03-16,C,mean/daily_detections_0-2,2068.7,21999,Testpositiv,0-14,1161.98571428571
2022-03-17,2022-03-17,C,mean/daily_detections_0-2,808.4,22000,Testpositiv,0-14,1091.11428571429
2022-03-18,2022-03-18,C,mean/daily_detections_0-2,753.7,22001,Testpositiv,0-14,1030.97142857143
2022-03-19,2022-03-19,C,mean/daily_detections_0-2,1447,22002,Testpositiv,0-14,971.628571428571
2022-03-20,2022-03-20,C,mean/daily_detections_0-2,624.3,22003,Testpositiv,0-14,814.971428571429
2022-03-21,2022-03-21,C,mean/daily_detections_0-2,582,22004,Testpositiv,0-14,763.414285714286
2022-03-22,2022-03-22,C,mean/daily_detections_0-2,517.3,22005,Testpositiv,0-14,714.685714285714
2022-03-23,2022-03-23,C,mean/daily_detections_0-2,972.1,22006,Testpositiv,0-14,607.428571428572
2022-03-24,2022-03-24,C,mean/daily_detections_0-2,447.5,22007,Testpositiv,0-14,568.971428571429
2022-03-25,2022-03-25,C,mean/daily_detections_0-2,412.6,22008,Testpositiv,0-14,531.028571428571
2022-03-26,2022-03-26,C,mean/daily_detections_0-2,696.2,22009,Testpositiv,0-14,497.971428571429
2022-03-27,2022-03-27,C,mean/daily_detections_0-2,355.1,22010,Testpositiv,0-14,426.028571428571
2022-03-28,2022-03-28,C,mean/daily_detections_0-2,316.4,22011,Testpositiv,0-14,396.4
2022-03-29,2022-03-29,C,mean/daily_detections_0-2,285.9,22012,Testpositiv,0-14,369.1
2022-03-30,2022-03-30,C,mean/daily_detections_0-2,468.5,22013,Testpositiv,0-14,316.371428571429
2022-03-31,2022-03-31,C,mean/daily_detections_0-2,240.1,22014,Testpositiv,0-14,291.128571428571
2022-04-01,2022-04-01,C,mean/daily_detections_0-2,221.5,22015,Testpositiv,0-14,269.057142857143
2022-04-02,2022-04-02,C,mean/daily_detections_0-2,327.1,22016,Testpositiv,0-14,249.057142857143
2022-04-03,2022-04-03,C,mean/daily_detections_0-2,178.4,22017,Testpositiv,0-14,213.171428571429
2022-04-04,2022-04-04,C,mean/daily_detections_0-2,161.9,22018,Testpositiv,0-14,195.5
2022-04-05,2022-04-05,C,mean/daily_detections_0-2,145.9,22019,Testpositiv,0-14,178.657142857143
2022-04-06,2022-04-06,C,mean/daily_detections_0-2,217.3,22020,Testpositiv,0-14,154.371428571429
2022-04-07,2022-04-07,C,mean/daily_detections_0-2,116.4,22021,Testpositiv,0-14,140.814285714286
2022-04-08,2022-04-08,C,mean/daily_detections_0-2,103.6,22022,Testpositiv,0-14,128.857142857143
2022-04-09,2022-04-09,C,mean/daily_detections_0-2,157.1,22023,Testpositiv,0-14,118.514285714286
2022-04-10,2022-04-10,C,mean/daily_detections_0-2,83.5,22024,Testpositiv,0-14,101.928571428571
2022-04-11,2022-04-11,C,mean/daily_detections_0-2,78.2,22025,Testpositiv,0-14,93.4428571428571
2022-04-12,2022-04-12,C,mean/daily_detections_0-2,73.5,22026,Testpositiv,0-14,86.5
2022-04-13,2022-04-13,C,mean/daily_detections_0-2,101.2,22027,Testpositiv,0-14,74.5857142857143
2022-04-14,2022-04-14,C,mean/daily_detections_0-2,57,22028,Testpositiv,0-14,68.6
2022-04-15,2022-04-15,C,mean/daily_detections_0-2,55,22029,Testpositiv,0-14,62.8
2022-04-16,2022-04-16,C,mean/daily_detections_0-2,73.7,22030,Testpositiv,0-14,56.7
2022-04-17,2022-04-17,C,mean/daily_detections_0-2,41.6,22031,Testpositiv,0-14,49.3285714285714
2022-04-18,2022-04-18,C,mean/daily_detections_0-2,37.6,22032,Testpositiv,0-14,45.3714285714286
2022-04-19,2022-04-19,C,mean/daily_detections_0-2,30.8,22033,Testpositiv,0-14,41.1285714285714
2022-04-20,2022-04-20,C,mean/daily_detections_0-2,49.6,22034,Testpositiv,0-14,35.2285714285714
2022-04-21,2022-04-21,C,mean/daily_detections_0-2,29.3,22035,Testpositiv,0-14,32.2714285714286
2022-04-22,2022-04-22,C,mean/daily_detections_0-2,25.3,22036,Testpositiv,0-14,29.7571428571429
2022-04-23,2022-04-23,C,mean/daily_detections_0-2,32.4,22037,Testpositiv,0-14,27.5142857142857
2022-04-24,2022-04-24,C,mean/daily_detections_0-2,20.9,22038,Testpositiv,0-14,23.6428571428571
2022-04-25,2022-04-25,C,mean/daily_detections_0-2,20,22039,Testpositiv,0-14,21.0571428571429
2022-04-26,2022-04-26,C,mean/daily_detections_0-2,15.1,22040,Testpositiv,0-14,19.1714285714286
2022-04-27,2022-04-27,C,mean/daily_detections_0-2,22.5,22041,Testpositiv,0-14,16.3857142857143
2022-04-28,2022-04-28,C,mean/daily_detections_0-2,11.2,22042,Testpositiv,0-14,14.6142857142857
2022-04-29,2022-04-29,C,mean/daily_detections_0-2,12.1,22043,Testpositiv,0-14,12.7571428571429
2022-04-30,2022-04-30,C,mean/daily_detections_0-2,12.9,22044,Testpositiv,0-14,11.4857142857143
2022-05-01,2022-05-01,C,mean/daily_detections_0-2,8.5,22045,Testpositiv,0-14,9.6
2022-05-02,2022-05-02,C,mean/daily_detections_0-2,7,22046,Testpositiv,0-14,8.82857142857143
2022-05-03,2022-05-03,C,mean/daily_detections_0-2,6.2,22047,Testpositiv,0-14,7.8
2022-05-04,2022-05-04,C,mean/daily_detections_0-2,9.3,22048,Testpositiv,0-14,
2022-05-05,2022-05-05,C,mean/daily_detections_0-2,5.8,22049,Testpositiv,0-14,
2022-05-06,2022-05-06,C,mean/daily_detections_0-2,4.9,22050,Testpositiv,0-14,
2021-12-08,2021-12-08,A,mean/daily_detections_15-2,0,22051,Testpositiv,15-34,
2021-12-09,2021-12-09,A,mean/daily_detections_15-2,0,22052,Testpositiv,15-34,
2021-12-10,2021-12-10,A,mean/daily_detections_15-2,0.2,22053,Testpositiv,15-34,
2021-12-11,2021-12-11,A,mean/daily_detections_15-2,0.9,22054,Testpositiv,15-34,0.428571428571429
2021-12-12,2021-12-12,A,mean/daily_detections_15-2,0.6,22055,Testpositiv,15-34,0.642857142857143
2021-12-13,2021-12-13,A,mean/daily_detections_15-2,0.6,22056,Testpositiv,15-34,0.785714285714286
2021-12-14,2021-12-14,A,mean/daily_detections_15-2,0.7,22057,Testpositiv,15-34,0.985714285714286
2021-12-15,2021-12-15,A,mean/daily_detections_15-2,1.5,22058,Testpositiv,15-34,1.45714285714286
2021-12-16,2021-12-16,A,mean/daily_detections_15-2,1,22059,Testpositiv,15-34,1.61428571428571
2021-12-17,2021-12-17,A,mean/daily_detections_15-2,1.6,22060,Testpositiv,15-34,1.82857142857143
2021-12-18,2021-12-18,A,mean/daily_detections_15-2,4.2,22061,Testpositiv,15-34,1.98571428571429
2021-12-19,2021-12-19,A,mean/daily_detections_15-2,1.7,22062,Testpositiv,15-34,2.62857142857143
2021-12-20,2021-12-20,A,mean/daily_detections_15-2,2.1,22063,Testpositiv,15-34,2.97142857142857
2021-12-21,2021-12-21,A,mean/daily_detections_15-2,1.8,22064,Testpositiv,15-34,3.28571428571429
2021-12-22,2021-12-22,A,mean/daily_detections_15-2,6,22065,Testpositiv,15-34,4.24285714285714
2021-12-23,2021-12-23,A,mean/daily_detections_15-2,3.4,22066,Testpositiv,15-34,4.75714285714286
2021-12-24,2021-12-24,A,mean/daily_detections_15-2,3.8,22067,Testpositiv,15-34,5.21428571428571
2021-12-25,2021-12-25,A,mean/daily_detections_15-2,10.9,22068,Testpositiv,15-34,6
2021-12-26,2021-12-26,A,mean/daily_detections_15-2,5.3,22069,Testpositiv,15-34,7.57142857142857
2021-12-27,2021-12-27,A,mean/daily_detections_15-2,5.3,22070,Testpositiv,15-34,8.42857142857143
2021-12-28,2021-12-28,A,mean/daily_detections_15-2,7.3,22071,Testpositiv,15-34,9.62857142857143
2021-12-29,2021-12-29,A,mean/daily_detections_15-2,17,22072,Testpositiv,15-34,11.9571428571429
2021-12-30,2021-12-30,A,mean/daily_detections_15-2,9.4,22073,Testpositiv,15-34,13.7285714285714
2021-12-31,2021-12-31,A,mean/daily_detections_15-2,12.2,22074,Testpositiv,15-34,15.5428571428571
2022-01-01,2022-01-01,A,mean/daily_detections_15-2,27.2,22075,Testpositiv,15-34,17.1571428571429
2022-01-02,2022-01-02,A,mean/daily_detections_15-2,17.7,22076,Testpositiv,15-34,21.9142857142857
2022-01-03,2022-01-03,A,mean/daily_detections_15-2,18,22077,Testpositiv,15-34,24.4142857142857
2022-01-04,2022-01-04,A,mean/daily_detections_15-2,18.6,22078,Testpositiv,15-34,27.2571428571429
2022-01-05,2022-01-05,A,mean/daily_detections_15-2,50.3,22079,Testpositiv,15-34,35.6714285714286
2022-01-06,2022-01-06,A,mean/daily_detections_15-2,26.9,22080,Testpositiv,15-34,39.3428571428571
2022-01-07,2022-01-07,A,mean/daily_detections_15-2,32.1,22081,Testpositiv,15-34,44.1428571428571
2022-01-08,2022-01-08,A,mean/daily_detections_15-2,86.1,22082,Testpositiv,15-34,49.5
2022-01-09,2022-01-09,A,mean/daily_detections_15-2,43.4,22083,Testpositiv,15-34,62.1571428571429
2022-01-10,2022-01-10,A,mean/daily_detections_15-2,51.6,22084,Testpositiv,15-34,70.2571428571429
2022-01-11,2022-01-11,A,mean/daily_detections_15-2,56.1,22085,Testpositiv,15-34,78.2571428571429
2022-01-12,2022-01-12,A,mean/daily_detections_15-2,138.9,22086,Testpositiv,15-34,98.3
2022-01-13,2022-01-13,A,mean/daily_detections_15-2,83.6,22087,Testpositiv,15-34,109.8
2022-01-14,2022-01-14,A,mean/daily_detections_15-2,88.1,22088,Testpositiv,15-34,121.928571428571
2022-01-15,2022-01-15,A,mean/daily_detections_15-2,226.4,22089,Testpositiv,15-34,136.757142857143
2022-01-16,2022-01-16,A,mean/daily_detections_15-2,123.9,22090,Testpositiv,15-34,173.985714285714
2022-01-17,2022-01-17,A,mean/daily_detections_15-2,136.5,22091,Testpositiv,15-34,192.785714285714
2022-01-18,2022-01-18,A,mean/daily_detections_15-2,159.9,22092,Testpositiv,15-34,215.228571428571
2022-01-19,2022-01-19,A,mean/daily_detections_15-2,399.5,22093,Testpositiv,15-34,274.071428571429
2022-01-20,2022-01-20,A,mean/daily_detections_15-2,215.2,22094,Testpositiv,15-34,305.442857142857
2022-01-21,2022-01-21,A,mean/daily_detections_15-2,245.2,22095,Testpositiv,15-34,339.571428571429
2022-01-22,2022-01-22,A,mean/daily_detections_15-2,638.3,22096,Testpositiv,15-34,379.257142857143
2022-01-23,2022-01-23,A,mean/daily_detections_15-2,343.5,22097,Testpositiv,15-34,476.714285714286
2022-01-24,2022-01-24,A,mean/daily_detections_15-2,375.4,22098,Testpositiv,15-34,533.028571428572
2022-01-25,2022-01-25,A,mean/daily_detections_15-2,437.7,22099,Testpositiv,15-34,594.028571428571
2022-01-26,2022-01-26,A,mean/daily_detections_15-2,1081.7,22100,Testpositiv,15-34,738.742857142857
2022-01-27,2022-01-27,A,mean/daily_detections_15-2,609.4,22101,Testpositiv,15-34,824.4
2022-01-28,2022-01-28,A,mean/daily_detections_15-2,672.2,22102,Testpositiv,15-34,917.785714285714
2022-01-29,2022-01-29,A,mean/daily_detections_15-2,1651.3,22103,Testpositiv,15-34,1019.72857142857
2022-01-30,2022-01-30,A,mean/daily_detections_15-2,943.1,22104,Testpositiv,15-34,1265.91428571429
2022-01-31,2022-01-31,A,mean/daily_detections_15-2,1029.1,22105,Testpositiv,15-34,1401.55714285714
2022-02-01,2022-02-01,A,mean/daily_detections_15-2,1151.3,22106,Testpositiv,15-34,1550.38571428571
2022-02-02,2022-02-02,A,mean/daily_detections_15-2,2805,22107,Testpositiv,15-34,1882.44285714286
2022-02-03,2022-02-03,A,mean/daily_detections_15-2,1558.9,22108,Testpositiv,15-34,2082.91428571429
2022-02-04,2022-02-04,A,mean/daily_detections_15-2,1714,22109,Testpositiv,15-34,2285.64285714286
2022-02-05,2022-02-05,A,mean/daily_detections_15-2,3975.7,22110,Testpositiv,15-34,2490.58571428571
2022-02-06,2022-02-06,A,mean/daily_detections_15-2,2346.4,22111,Testpositiv,15-34,2931.78571428571
2022-02-07,2022-02-07,A,mean/daily_detections_15-2,2448.2,22112,Testpositiv,15-34,3183
2022-02-08,2022-02-08,A,mean/daily_detections_15-2,2585.9,22113,Testpositiv,15-34,3425.52857142857
2022-02-09,2022-02-09,A,mean/daily_detections_15-2,5893.4,22114,Testpositiv,15-34,3874.3
2022-02-10,2022-02-10,A,mean/daily_detections_15-2,3317.4,22115,Testpositiv,15-34,4148.11428571429
